amount,time,location,device,frequency,amount_ratio,is_new_location,is_new_device,is_fraud
55394,15,Mumbai,iOS,3,1.3659992108897219,1,0,0
15380,10,Delhi,iOS,3,0.32436308419099036,0,1,0
33286,3,Bangalore,Android,8,13.5695067264574,0,1,1
37510,6,Delhi,Android,3,0.7845638987659486,0,1,0
45740,21,Delhi,Web,6,1.5891876867486623,0,1,0
39191,9,Bangalore,iOS,4,1.0266142763588737,0,1,0
48372,8,Kolkata,Android,4,1.5988629602697164,0,0,0
37689,19,Bangalore,Android,8,0.802867307159747,0,1,0
25064,12,Bangalore,iOS,1,0.8220130530320422,1,0,0
7461,4,Bangalore,iOS,2,0.6135690789473685,1,1,0
17382,9,Bangalore,Web,3,6.955582232893157,1,1,1
29613,19,Mumbai,iOS,1,2.275997233110445,0,1,0
9132,23,Kolkata,Android,3,1.6269374665954035,1,1,1
44420,19,Bangalore,Android,3,2.0214799308273412,1,0,0
10567,9,Delhi,Android,7,0.2574993298730414,1,1,0
50013,7,Bangalore,Web,7,1.4056097355330093,0,1,0
35724,16,Delhi,iOS,8,4.073432155074117,1,1,0
58665,7,Delhi,Web,7,3.137836970474968,0,0,0
39285,17,Kolkata,Android,5,1.9479843308375069,1,1,0
24042,13,Mumbai,Android,3,4.486284754618399,0,0,0
26333,6,Kolkata,Web,9,11.40944540727903,0,0,1
10553,14,Kolkata,iOS,3,3.9128661475713757,0,1,0
35623,15,Mumbai,Android,4,0.9539149528706083,0,1,0
39029,15,Bangalore,iOS,5,1.587512711002644,0,1,0
11614,23,Delhi,Web,5,0.47444748559990196,0,1,1
46123,8,Delhi,Web,7,0.9799643054434198,0,1,0
15835,16,Bangalore,Web,8,0.8755390910096207,1,0,0
13948,1,Delhi,iOS,4,2.6051550242809114,0,1,0
58900,9,Kolkata,Web,2,10.41924641783124,1,1,1
44709,9,Kolkata,Web,10,2.3862617421007686,1,0,0
23628,11,Bangalore,Web,9,3.619485294117647,1,0,0
40342,18,Mumbai,Web,4,1.2155232155232156,1,0,0
5441,6,Delhi,iOS,1,0.1362907669956415,1,0,0
16827,10,Mumbai,Web,1,0.3713667762794906,1,1,0
18017,18,Bangalore,Android,4,0.9180636942675159,1,0,0
41110,0,Delhi,Android,4,1.014385471414119,0,1,0
3946,6,Delhi,Android,4,0.14645733585717996,1,0,0
43595,6,Mumbai,Android,6,0.9039167305977731,0,0,0
20164,3,Delhi,Web,9,1.0740957758482927,0,0,0
38892,2,Mumbai,Web,9,1.2688656161299794,1,0,0
29587,0,Bangalore,Web,7,2.670547883382977,1,1,0
56323,14,Delhi,Android,6,1.1558889322141728,0,1,0
27939,12,Mumbai,Web,3,2.9830237027546445,1,1,0
23954,13,Bangalore,iOS,5,0.526264912010897,1,1,0
7392,22,Delhi,Web,7,0.2394480256551456,0,0,0
30399,8,Delhi,iOS,6,0.9915519603366169,1,1,0
36598,6,Kolkata,Web,1,12.11453161204899,0,0,1
15879,16,Mumbai,iOS,4,1.164149560117302,0,1,0
49681,22,Kolkata,iOS,4,1.4387778743121924,0,0,0
33381,23,Kolkata,iOS,7,0.8603128785340584,0,1,1
6407,6,Delhi,Android,9,0.7139514151994651,1,1,0
32195,6,Kolkata,Android,6,2.166408720812866,1,0,0
3836,8,Bangalore,Web,1,0.7401119043025275,1,1,0
39498,4,Bangalore,Android,2,2.1383790807211303,1,0,0
52380,15,Delhi,iOS,4,2.9393939393939394,1,0,0
24286,0,Mumbai,Web,4,0.5941529051987767,1,0,0
36291,5,Mumbai,Web,3,0.9674504158669226,1,0,0
24246,21,Bangalore,iOS,4,0.9410075293021811,0,0,0
43095,11,Mumbai,Android,10,3.3229238954429796,0,0,0
45871,23,Bangalore,Android,1,1.7005004633920298,0,0,0
37844,4,Delhi,Android,5,2.592409919167009,0,0,0
6154,23,Bangalore,Android,8,0.2812357188556805,1,1,1
172,20,Delhi,Android,9,0.004169090556525112,1,1,0
43364,5,Mumbai,Web,2,1.4252752670501232,0,1,0
37753,17,Delhi,iOS,7,1.1508657480795026,0,1,0
42506,12,Kolkata,Web,2,1.1231009062805506,0,0,0
4729,6,Kolkata,Android,10,0.1994853623555218,0,0,0
1121,21,Mumbai,iOS,7,0.07225265871737029,1,0,0
58385,1,Mumbai,Android,7,1.525288677569361,0,0,0
25956,13,Delhi,iOS,4,0.5589388001205909,0,1,0
11639,19,Mumbai,Web,1,0.25509577872265815,1,0,0
30018,11,Delhi,Web,8,2.044265867611005,1,0,0
49051,1,Bangalore,Web,1,4.344256487467895,0,1,0
12035,10,Delhi,Android,10,0.2533897591376116,1,0,0
44791,5,Mumbai,Android,4,0.925204494753367,1,0,0
34049,2,Bangalore,Android,3,0.7218053082336979,1,1,0
49347,9,Bangalore,Android,1,4.030958993628492,1,0,0
54717,18,Bangalore,Web,5,1.4085982751962929,0,1,0
47944,21,Bangalore,Web,7,3.2396783566457192,1,1,0
33178,11,Delhi,Android,9,0.8365396737349033,1,0,0
38522,2,Bangalore,Android,2,1.8406039466768598,0,0,0
15642,16,Kolkata,Android,2,1.0367179215270415,0,0,0
4039,13,Bangalore,Web,1,0.3540497896213184,0,1,0
8541,23,Bangalore,iOS,3,0.23211762148059573,1,1,1
25679,14,Kolkata,Web,2,0.8246307000642261,0,1,0
39443,18,Mumbai,Web,1,2.274027097146152,0,0,0
4649,21,Mumbai,Android,10,0.3670746150809317,0,0,0
1264,11,Kolkata,iOS,4,0.06236431813696467,1,1,0
26021,13,Mumbai,Android,8,0.817730429590522,0,1,0
42969,20,Kolkata,iOS,4,3.7626094570928195,1,0,0
47763,9,Delhi,Android,8,1.3248363474980585,1,1,0
53373,1,Bangalore,iOS,9,1.1687688871370385,0,1,0
31138,7,Bangalore,Android,9,2.669810511875161,0,0,0
12082,0,Kolkata,iOS,1,0.44548504848641274,1,0,0
58738,6,Kolkata,Web,2,1.1947359856805793,0,1,0
6966,23,Kolkata,Android,4,0.19355376493470408,0,1,1
5800,12,Delhi,Android,6,0.284690521769008,0,1,0
11824,19,Kolkata,Android,5,0.314234081003508,1,1,0
19602,10,Bangalore,Android,1,0.39392295170916986,0,0,0
35591,19,Bangalore,iOS,7,1.344578768417076,0,1,0
57439,17,Delhi,Web,7,25.247912087912088,1,1,1
33609,12,Delhi,Web,5,1.6378654970760234,0,1,0
11134,12,Delhi,Web,5,0.31285826683151624,1,1,0
7434,17,Kolkata,Android,9,0.2643106022896964,1,0,0
57048,13,Bangalore,Web,6,1.2004797878832516,1,0,0
22705,8,Delhi,Web,4,0.7436703678228685,1,0,0
4378,4,Bangalore,Web,5,0.34712971772914686,1,0,0
36980,0,Mumbai,Android,2,0.996577465168297,0,1,0
32269,3,Delhi,Web,3,0.7581111241630447,0,0,0
26338,2,Delhi,Web,5,1.632250867625186,1,1,0
17043,12,Bangalore,Web,4,0.34639539846751083,1,0,0
12770,21,Kolkata,iOS,1,0.29678348982058195,0,1,0
59793,20,Mumbai,iOS,5,10.29316577724221,1,1,1
53695,0,Delhi,Web,3,18.15860669597565,1,1,1
35778,1,Delhi,iOS,5,1.6117668258401658,0,1,0
13735,11,Bangalore,iOS,7,0.5211732564316612,1,0,0
56490,10,Delhi,Android,6,1.6379135376496854,0,1,0
22490,19,Kolkata,Web,4,0.45528159034778737,1,0,0
59970,8,Mumbai,iOS,10,2.006558035266169,0,0,0
15030,15,Kolkata,iOS,4,1.5308616826237522,0,0,0
18559,8,Bangalore,Web,10,1.1811239101381021,0,1,0
45065,17,Mumbai,Android,2,2.104267837131117,0,1,0
33076,13,Kolkata,iOS,10,13.073517786561265,0,0,1
36573,17,Kolkata,iOS,9,1.1790895609001224,0,1,0
5306,6,Kolkata,iOS,2,0.23517418668557752,0,1,0
42119,3,Bangalore,iOS,5,2.063847510780086,1,0,0
42212,7,Delhi,iOS,3,1.0360044177199657,0,1,0
9050,6,Kolkata,Android,2,0.2523492178568441,0,0,0
11058,8,Mumbai,iOS,8,0.4770286010094474,0,0,0
40152,8,Bangalore,Android,9,19.36903039073806,1,0,1
13154,20,Mumbai,Android,1,2.7082561251801525,1,1,0
5740,20,Kolkata,iOS,2,0.24416181037049642,1,1,0
56886,20,Mumbai,iOS,8,1.554134906974838,0,0,0
37612,1,Mumbai,Web,10,0.840717063793643,0,0,0
37440,12,Mumbai,iOS,9,2.5612258858941033,1,1,0
55071,22,Mumbai,Web,7,1.3196980589503955,0,1,0
22391,7,Delhi,Web,4,2.5671864251318506,1,1,0
58111,11,Mumbai,Android,8,1.517060435974416,0,0,0
7923,1,Kolkata,Web,9,0.17161608941451686,0,1,0
12717,10,Bangalore,Web,7,0.2802150585020823,1,1,0
24429,16,Delhi,Web,6,1.5498667681766274,1,0,0
14792,8,Delhi,Android,10,0.5882680453370451,1,1,0
18856,20,Kolkata,Web,7,0.41420820244711465,0,0,0
5100,10,Mumbai,Android,5,0.15482225797638202,1,0,0
37064,14,Mumbai,Web,7,3.2325135182278038,1,0,0
16759,16,Mumbai,Web,7,0.40451363746077723,0,1,0
22011,22,Kolkata,Web,8,0.6207275803722504,0,1,0
37052,11,Mumbai,Web,2,2.790270351683109,1,1,0
22079,19,Bangalore,Web,7,2.8234015345268544,0,0,0
2576,0,Kolkata,Android,6,0.054563555103683464,1,0,0
38702,19,Bangalore,iOS,9,1.2956812855708069,1,0,0
24044,1,Delhi,Web,4,0.48273369739800837,1,1,0
31801,13,Delhi,Android,7,1.2912538573980834,1,0,0
16839,4,Delhi,iOS,8,0.8105415162454873,0,0,0
48345,23,Mumbai,Web,3,1.1641543055288,0,1,1
57576,7,Mumbai,Android,4,1.3762638938687701,1,0,0
35702,8,Mumbai,Android,10,1.4910002088118606,0,0,0
3865,4,Bangalore,Android,4,0.15923698088332236,0,0,0
27334,21,Mumbai,Web,10,1.2237095402247393,0,1,0
47718,12,Bangalore,iOS,10,4.846927374301676,0,0,0
30004,4,Kolkata,Android,7,1.4813132559861764,1,1,0
33761,7,Mumbai,iOS,8,1.1178028672648412,1,1,0
6449,17,Delhi,Web,1,0.28505127298444133,0,1,0
17492,4,Mumbai,iOS,10,0.4001921801002082,1,0,0
27421,9,Mumbai,iOS,2,0.6493712553579464,0,1,0
6646,16,Bangalore,iOS,1,0.13871843039031517,1,1,0
25005,2,Kolkata,Android,4,3.7697874265038442,0,1,0
23274,19,Delhi,Android,2,0.817463383794036,0,0,0
30124,18,Mumbai,iOS,6,2.7430340557275543,1,0,0
20880,12,Kolkata,iOS,8,4.360902255639098,0,0,0
45320,22,Mumbai,iOS,6,4.010264578355898,1,1,0
1872,23,Kolkata,Web,6,0.12611156022635409,0,1,1
875,17,Bangalore,iOS,4,0.1202583837273227,0,1,0
40938,16,Mumbai,Android,5,0.8403916818918974,0,0,0
9799,18,Kolkata,Android,9,0.3199673469387755,1,0,0
39458,20,Mumbai,iOS,8,1.2806465223459154,0,0,0
29168,1,Mumbai,Android,8,2.383395979735251,1,0,0
2561,12,Delhi,iOS,7,0.05943098486958136,1,1,0
18423,13,Bangalore,iOS,4,4.920673076923077,0,0,0
37707,4,Bangalore,iOS,6,2.584972921094125,1,0,0
31686,16,Kolkata,Web,3,0.8037643955151945,1,0,0
20295,13,Bangalore,iOS,6,0.5903141361256544,1,0,0
35874,9,Delhi,Android,4,1.0642261710522412,1,1,0
50960,9,Kolkata,Android,9,1.3888964596222506,1,0,0
16051,17,Kolkata,Android,3,0.6469568722289399,1,0,0
31638,23,Kolkata,Android,2,3.552436559622726,1,1,1
3438,16,Kolkata,Android,6,0.11982434127979925,0,1,0
29108,6,Kolkata,Android,10,0.6887674214997279,0,0,0
26459,19,Delhi,Web,10,4.383532140490391,0,1,0
33265,0,Kolkata,Android,1,1.102731552078499,0,1,0
35368,0,Delhi,iOS,3,3.8904410955890443,0,0,0
37138,1,Mumbai,iOS,1,0.9046795449562739,1,0,0
36497,1,Mumbai,Android,10,1.7473548139991382,1,1,0
54533,6,Delhi,iOS,8,2.5536408335284477,0,0,0
23146,15,Delhi,Android,4,1.1056654246680042,0,0,0
11514,6,Kolkata,iOS,9,1.8158019239867529,1,1,0
3037,22,Delhi,Android,6,0.06950451996795973,1,0,0
3445,19,Bangalore,iOS,9,0.3673491149498827,1,1,0
25390,7,Delhi,Android,10,0.6068355640535373,0,0,0
9745,18,Delhi,iOS,9,1.073474333553646,0,0,0
43816,9,Mumbai,Android,10,3.7000506671170412,1,1,0
46618,17,Kolkata,Web,7,2.298944669099517,0,0,0
42922,9,Delhi,Web,7,1.0397015720756728,0,0,0
2531,8,Bangalore,iOS,8,0.09480821096793528,0,1,0
42883,2,Mumbai,Web,10,2.4498971663619744,0,0,0
9684,23,Mumbai,Android,2,0.20802096535132,1,0,0
43167,7,Kolkata,Web,7,0.978732570003401,1,0,0
30647,11,Kolkata,Android,6,17.064031180400892,0,1,1
59710,19,Delhi,iOS,8,1.501307452479131,0,0,0
58415,16,Delhi,Android,1,2.778623412453028,0,1,0
21205,4,Delhi,Android,4,0.43981913591769856,1,0,0
20939,8,Delhi,Android,8,0.45368665092193355,0,0,0
44952,0,Mumbai,Web,3,1.5453264120457906,0,0,0
34809,9,Kolkata,Web,9,1.4737711164740253,1,1,0
22737,9,Delhi,Web,4,9.700085324232083,0,1,0
6181,4,Delhi,Web,7,1.0255516840882695,0,1,0
27092,20,Kolkata,Android,9,0.8424391305699804,0,1,0
13242,14,Delhi,Web,9,1.088174870572767,1,0,0
19044,19,Bangalore,Android,7,0.6080848074589693,0,1,0
40883,1,Delhi,Android,3,0.9431563891388101,0,1,0
38392,1,Delhi,Android,5,2.8396449704142013,0,0,0
12710,19,Delhi,Web,5,0.2714709840022213,0,1,0
52959,15,Delhi,Web,2,53.92973523421588,0,0,1
731,5,Delhi,Android,3,0.01766084414486241,0,0,0
48986,9,Bangalore,Android,3,3.889629982531364,1,0,0
32292,8,Delhi,Web,7,2.2923262582522894,0,0,0
28770,11,Bangalore,iOS,5,4.4743390357698285,0,0,0
34923,6,Delhi,Android,6,0.7035962526443034,1,0,0
24618,11,Delhi,iOS,2,1.8555815180523103,0,1,0
21472,19,Kolkata,Web,2,0.5363039188750406,0,0,0
14276,11,Bangalore,iOS,1,0.367171626244181,0,1,0
34436,14,Bangalore,Web,8,1.0233580980683508,0,1,0
31529,1,Mumbai,iOS,8,1.2033050912144112,1,1,0
39338,15,Kolkata,Android,4,1.1107409080641517,0,0,0
53875,11,Kolkata,iOS,9,9.885321100917432,0,0,0
12914,1,Delhi,Web,7,3.001161980013944,1,0,0
36437,13,Kolkata,Web,6,1.0412951531778691,1,1,0
14150,13,Kolkata,Web,1,0.3742495173106932,1,0,0
42843,19,Mumbai,Web,2,2.330070158263991,1,1,0
9637,17,Mumbai,Web,8,0.7718244433765817,1,0,0
46932,5,Mumbai,Web,7,1.0085745599896847,1,0,0
517,11,Bangalore,Web,5,0.012561959374088832,1,0,0
42071,0,Bangalore,Web,1,3.3854510340387867,1,1,0
28611,6,Delhi,iOS,5,3.3179867795430824,0,0,0
31457,17,Bangalore,iOS,3,4.325770077007701,0,0,0
47482,19,Delhi,Android,2,1.0548039542374763,0,1,0
3006,22,Kolkata,Android,8,0.0987192118226601,1,1,0
30325,22,Kolkata,iOS,1,7.66944865958523,0,0,0
54195,3,Mumbai,Web,9,1.2747865358831416,1,0,0
8854,21,Bangalore,Web,7,0.18862779351924838,0,0,0
20053,12,Delhi,iOS,8,3.560546875,1,1,0
4763,22,Bangalore,Android,9,0.6977732200410196,0,1,0
7069,22,Delhi,Web,4,0.18872306911925674,0,1,0
40958,14,Bangalore,Web,9,0.8895404395795327,0,1,0
3679,10,Bangalore,iOS,8,1.0115479791036568,0,0,0
7956,11,Bangalore,Web,9,0.3843849647308919,0,0,0
22640,11,Mumbai,Android,8,0.4634216236132149,0,1,0
37240,9,Mumbai,Web,6,4.40137099633613,0,1,0
38059,16,Delhi,Android,8,1.8503986775573706,1,1,0
5279,1,Mumbai,Web,4,0.17874314349563214,0,0,0
13873,12,Bangalore,iOS,5,0.3146304402059284,1,1,0
8441,14,Kolkata,iOS,6,0.1961609072529107,0,0,0
57549,19,Bangalore,iOS,6,22.159799768964188,0,0,1
56649,3,Delhi,Android,8,1.5857406785354384,0,1,0
17580,2,Bangalore,iOS,6,0.4389732321214543,0,0,0
33266,4,Delhi,Web,9,0.9202467564801239,1,0,0
38835,18,Delhi,Web,6,1.026973423244744,1,1,0
25524,15,Mumbai,iOS,5,1.954364471669219,0,1,0
51037,5,Bangalore,Web,1,4.578952090436031,0,1,0
56391,3,Bangalore,iOS,8,2.965138290041014,1,0,0
20469,14,Delhi,Web,3,1.7277791846036972,0,1,0
21407,11,Bangalore,Android,3,5.5936765090148945,0,0,0
49033,13,Mumbai,iOS,5,11.31617816755135,1,1,1
34864,12,Mumbai,iOS,1,2.214712234785923,1,0,0
36674,5,Kolkata,Web,8,0.7497342382860414,0,0,0
14835,10,Kolkata,Android,5,0.406962389926755,1,1,0
35564,8,Mumbai,Android,4,2.2361670020120723,0,1,0
23103,20,Delhi,Android,9,1.9895797450912849,1,0,0
38078,20,Mumbai,Web,9,0.9050244806769026,0,1,0
46449,3,Kolkata,Web,5,2.105575702629193,0,1,0
53033,20,Delhi,Web,9,1.3786980710237613,1,1,0
45133,13,Delhi,Android,1,1.0852670305624355,1,0,0
24783,9,Mumbai,iOS,4,0.7417172956633645,0,0,0
39808,0,Bangalore,Web,6,16.032219089810713,1,0,1
53163,7,Delhi,Android,6,1.628768382352941,1,0,0
2995,0,Mumbai,Web,10,0.24525057320668195,1,0,0
53776,6,Delhi,iOS,8,41.20766283524904,1,0,1
52573,23,Bangalore,iOS,4,5.639064678751475,1,1,1
33838,0,Kolkata,Web,1,1.4937535867214056,0,0,0
2172,23,Mumbai,Web,8,1.605321507760532,0,1,1
15956,4,Bangalore,Web,5,3.3577441077441077,1,1,0
24177,2,Mumbai,iOS,4,0.906558176159586,1,1,0
51186,4,Mumbai,Web,3,2.6018400853962285,1,0,0
18036,5,Kolkata,Android,2,1.0413996189156418,1,0,0
2415,13,Mumbai,Android,7,0.0931712962962963,1,1,0
22098,22,Bangalore,iOS,8,0.9548459577410016,0,1,0
56557,8,Bangalore,Web,9,1.5678050673615347,1,1,0
6565,9,Kolkata,Web,7,0.3599627152100011,0,0,0
59272,15,Delhi,Android,10,1.2712765957446808,0,0,0
29675,16,Kolkata,Android,7,0.882895480646217,0,1,0
55054,4,Mumbai,Web,5,12.374466172173522,0,1,1
45048,3,Mumbai,Web,5,2.1155255001408846,1,0,0
55521,23,Kolkata,Android,7,2.698600174978128,1,0,0
35067,21,Delhi,Android,2,1.6922594344175272,0,1,0
10246,2,Bangalore,Web,8,0.4923831034648469,0,1,0
30214,16,Kolkata,Android,7,3.73704390847248,0,1,0
18834,21,Kolkata,Web,5,0.4398103822712094,0,1,0
50416,15,Delhi,Android,6,2.2778656305064837,0,0,0
56039,7,Kolkata,iOS,6,4.2017695133838195,1,0,0
22388,17,Bangalore,Android,9,1.108261967229345,0,1,0
57079,22,Bangalore,Android,3,1.69888088576701,0,0,0
17925,2,Bangalore,Android,7,0.44063421828908556,0,0,0
7336,14,Delhi,iOS,8,0.25261707988980714,1,0,0
19776,4,Mumbai,Android,6,0.9875162289024269,0,0,0
2901,12,Kolkata,iOS,3,0.31457384515289527,0,0,0
424,1,Bangalore,iOS,1,0.01757221600563637,0,0,0
53511,3,Kolkata,Android,3,2.3903779147681585,0,1,0
37735,11,Kolkata,iOS,3,2.003983005841742,0,1,0
25352,11,Delhi,Android,1,2.24891333274195,0,1,0
1672,19,Bangalore,iOS,6,0.8552429667519181,0,0,0
56842,22,Kolkata,Web,9,10.323646930621141,1,0,1
34360,10,Kolkata,Web,9,1.2963591775136767,0,1,0
16529,7,Bangalore,Web,5,1.4785759012434028,0,0,0
37401,6,Delhi,iOS,8,7.730673832162051,0,1,0
41954,17,Delhi,Android,10,1.4177480400108138,1,0,0
1524,0,Kolkata,Web,3,0.2951200619674671,0,0,0
15101,5,Delhi,Android,7,0.8072379323247982,0,0,0
1478,5,Kolkata,Android,1,0.03276144877421643,0,0,0
22618,12,Delhi,Android,5,6.970107858243451,0,1,0
47008,3,Delhi,Web,6,1.7893494728027102,1,0,0
46675,7,Kolkata,Web,7,2.821264506769826,0,1,0
23043,10,Bangalore,iOS,6,0.7396719417070587,1,0,0
58673,14,Mumbai,Web,1,2.5925942291546993,0,0,0
16035,8,Bangalore,iOS,6,0.4706348507528397,0,0,0
55789,6,Delhi,Web,4,3.1395047833427125,1,0,0
7527,2,Delhi,Web,4,0.38826988548437014,0,0,0
18854,2,Bangalore,Android,9,0.8512732526638974,1,1,0
57711,10,Kolkata,Android,2,2.8215019067175127,1,0,0
23254,15,Mumbai,Android,6,2.327960756832516,0,0,0
39394,4,Mumbai,Android,10,3.321305117612343,0,1,0
8762,6,Bangalore,iOS,8,1.1544137022397891,0,1,0
21975,11,Mumbai,Web,7,2.5416377515614155,0,0,0
4189,20,Kolkata,Web,3,0.11341545959117369,0,0,0
10462,3,Bangalore,Android,2,2.3274749721913235,0,1,0
48125,23,Delhi,Android,9,1.1039869700862543,1,0,0
44412,20,Bangalore,iOS,7,1.3356992481203007,0,1,0
38390,8,Bangalore,Web,1,1.4144130867290545,1,0,0
313,6,Mumbai,Web,8,0.013567991677142486,0,1,0
43753,14,Bangalore,Web,8,5.516011094301564,0,0,0
4359,8,Bangalore,Android,5,0.1067309811219118,0,0,0
8695,15,Delhi,Android,3,0.37619521481417384,1,0,0
13783,14,Mumbai,Web,2,1.1298467087466186,1,0,0
7840,5,Mumbai,Web,4,0.3340007668384953,1,1,0
49160,2,Bangalore,Android,9,1.0561821892791923,0,1,0
22230,12,Bangalore,iOS,5,1.0820677570093458,0,1,0
49365,22,Kolkata,iOS,8,4.45773884775149,0,1,0
56925,2,Mumbai,Android,3,1.4202844311377245,0,0,0
57556,13,Kolkata,iOS,10,1.3426331995894374,1,1,0
37931,2,Kolkata,iOS,5,4.795928688835504,0,0,0
57472,13,Mumbai,Android,10,1.323660148782791,1,0,0
50302,22,Kolkata,iOS,6,3.3793752099428955,1,0,0
14492,6,Kolkata,Web,1,0.4832116301557134,0,0,0
24485,12,Bangalore,Android,5,2.689181768259198,0,1,0
34183,9,Delhi,Web,6,0.8065832940066069,0,1,0
2624,1,Delhi,Web,3,0.058183108272910705,0,1,0
57332,7,Mumbai,Android,4,3.103556541980187,0,1,0
31385,3,Bangalore,Web,10,4.485493783049878,1,1,0
42830,1,Kolkata,iOS,4,14.677861549006169,0,1,1
41936,7,Bangalore,Web,8,0.8977756845282696,1,0,0
21393,0,Bangalore,iOS,3,0.5252006972233816,0,1,0
4495,22,Kolkata,Web,6,0.20121760150409598,0,0,0
6738,15,Delhi,Android,2,5.151376146788991,1,0,1
39525,22,Delhi,Web,6,0.9765769772440887,0,1,0
28997,15,Kolkata,Android,5,0.9245313097819156,0,0,0
36591,16,Kolkata,iOS,6,0.9134276941511271,0,0,0
18080,16,Delhi,Android,1,1.3277520746126166,0,1,0
40021,13,Kolkata,Web,9,3.5514242612476705,1,1,0
32207,9,Kolkata,iOS,8,5.375897179101987,0,0,0
11934,11,Mumbai,Web,4,1.164519906323185,0,0,0
7313,9,Delhi,Web,4,0.5718195324106654,0,0,0
11630,18,Mumbai,iOS,2,1.5938056735644786,1,0,0
25207,4,Delhi,Web,4,0.7060586538192207,1,0,0
53578,22,Mumbai,Android,8,1.3319908512330947,1,0,0
30207,2,Delhi,Web,6,1.6986447730979024,0,0,0
30249,12,Delhi,Android,10,5.566617592933382,1,1,1
41555,20,Bangalore,iOS,9,1.388452671322129,1,0,0
39963,12,Bangalore,Android,5,1.0639776357827475,0,1,0
35469,6,Kolkata,Android,5,1.277333621434745,1,1,0
52737,22,Bangalore,iOS,10,4.353752167093206,0,1,0
6272,15,Mumbai,Web,4,1.602452733776188,0,0,0
23105,5,Bangalore,Android,1,1.9414334929837829,1,1,0
46288,15,Bangalore,Android,5,12.6573694284933,0,0,1
56200,3,Kolkata,iOS,3,1.8016285183048022,0,1,0
23975,20,Bangalore,iOS,8,0.767863434006982,0,0,0
53635,13,Kolkata,iOS,7,8.320663977660566,1,0,1
15974,14,Kolkata,iOS,6,0.6143137330308042,0,0,0
57780,7,Bangalore,Web,3,1.2860576923076923,0,1,0
58891,11,Mumbai,iOS,4,1.6860684837379754,1,1,0
50751,8,Mumbai,iOS,6,1.3397835269271383,0,1,0
46664,18,Mumbai,iOS,6,1.7088032810897906,0,0,0
10340,18,Bangalore,iOS,2,0.3163143565113647,0,1,0
58562,1,Mumbai,iOS,2,2.2696690179055885,1,1,0
29648,23,Delhi,Web,5,0.8572750404811473,1,0,0
12635,11,Mumbai,Android,2,0.5573690943579337,0,1,0
52455,4,Mumbai,iOS,8,3.2916039156626504,1,0,0
36821,4,Mumbai,Web,6,2.1795311945069256,1,0,0
12461,23,Delhi,Android,6,0.4241898148148148,1,0,0
51069,12,Delhi,Web,8,4.078993610223642,1,0,0
13708,5,Delhi,iOS,4,1.995923121723937,0,0,0
12466,18,Kolkata,iOS,10,0.4199710271872789,0,0,0
23744,15,Kolkata,Web,4,1.0936895439889451,0,0,0
58005,12,Kolkata,iOS,3,4.124946664770303,1,0,0
21601,23,Bangalore,Web,3,1.3929838137615271,0,1,1
24914,12,Bangalore,Web,6,15.026537997587456,0,0,1
43551,19,Bangalore,Web,10,1.2344737662632161,0,1,0
9437,5,Bangalore,iOS,6,0.1920626844408263,0,0,0
200,0,Kolkata,Android,1,0.0043212410604325565,1,1,0
38284,8,Kolkata,Web,4,1.871071795122428,0,0,0
39031,0,Mumbai,Android,4,1.1480718886960615,1,0,0
4193,11,Kolkata,Android,3,0.23410194852325386,1,0,0
20235,9,Delhi,Web,5,0.5363248429589971,0,1,0
46964,23,Kolkata,iOS,10,1.293524664665216,0,1,1
35811,13,Delhi,iOS,4,0.786726421933698,1,0,0
788,17,Delhi,iOS,1,0.023546989391901987,1,1,0
40964,16,Mumbai,Android,9,1.0985839948508904,1,1,0
14840,13,Bangalore,Web,2,1.2348144449991678,1,0,0
9592,11,Delhi,Web,7,0.27478729194717394,0,1,0
50085,5,Bangalore,Web,1,6.001078360891445,1,0,1
46572,15,Mumbai,Web,7,0.9974726922253159,1,1,0
31343,17,Kolkata,iOS,5,0.9197429426609542,0,0,0
7776,21,Kolkata,Web,7,0.49069224458888117,1,1,0
25113,2,Kolkata,Web,5,2.092226943264184,1,1,0
13922,7,Mumbai,Web,4,2.070493753718025,0,0,0
54417,8,Kolkata,Android,7,2.6552649555967602,0,0,0
55390,21,Kolkata,Android,4,3.729715170695576,1,0,0
10449,22,Kolkata,Android,6,0.2560903877260919,1,0,0
27539,3,Delhi,Web,7,0.6084891068982279,1,0,0
12090,19,Delhi,iOS,5,0.7380501800866858,0,0,0
15904,11,Delhi,Web,3,0.3759544240361204,1,1,0
12376,3,Bangalore,Android,10,0.46149830331506136,0,1,0
48163,2,Mumbai,Web,2,1.180697195528535,1,0,0
48960,20,Bangalore,Android,5,1.4225528082052474,1,0,0
31503,7,Kolkata,Android,7,0.7205956356649436,1,0,0
54068,17,Bangalore,Web,3,1.3378863237077179,1,0,0
3213,4,Bangalore,Web,6,0.3428662896169032,1,0,0
16061,8,Bangalore,Web,10,0.5078416492759122,1,0,0
12008,1,Mumbai,Web,4,0.5600485052003171,1,1,0
17065,17,Bangalore,iOS,6,0.4602832097100472,1,1,0
53775,9,Bangalore,Web,5,2.5425531914893615,1,1,0
56998,5,Delhi,Android,1,1.5477231379151166,0,1,0
50626,11,Kolkata,Android,1,2.102757933211497,1,1,0
46647,23,Mumbai,Web,1,1.0008367662203914,0,0,0
9422,13,Delhi,Web,5,0.5190898573081373,0,1,0
16717,12,Kolkata,iOS,10,2.8561421493251324,0,0,0
